made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
1990,28543,26,1,10,2859167.0
1990,66851,93,0,2,6691843.0
2020,49031,37,1,3,4910323.0
1996,71630,5,0,7,7169854.6
1995,25362,76,0,9,2545732.5
2020,87412,89,1,6,8745542.0
2014,41057,22,1,3,4106731.4
2000,93325,38,0,0,9346064.0
2008,40330,49,1,7,4034416.8
1994,5134,31,1,5,519772.4
2015,93443,16,0,5,9349955.5
2020,55558,74,0,8,5564448.0
2001,61694,58,0,3,6172206.1
1990,32713,97,0,1,3278723.0
1991,9428,45,0,1,944839.1
2012,92032,81,0,7,9212773.2
2005,28091,77,0,4,2815613.5
2010,54706,39,1,4,5475756.0
2021,97429,13,1,6,9751706.1
2008,7808,72,1,5,789027.8
1990,60265,97,0,4,6033313.0
1993,57850,32,1,10,5789083.3
2014,72554,16,1,9,7268379.4
2008,6966,21,1,8,700650.8
2010,79957,45,1,6,8003950.0
1991,3629,4,1,9,369764.1
2021,8732,25,1,7,876270.1
1991,56514,33,0,1,5652969.1
2019,20533,93,0,2,2056508.9
2014,16625,27,0,7,1664023.4
2018,12313,50,1,5,1240834.8
1992,68052,4,0,8,6805894.2
2009,35383,92,0,7,3548725.9
2015,8977,51,0,9,905128.5
2001,79356,46,1,1,7940419.1
2012,67639,99,1,3,6768972.2
1997,21145,70,1,8,2119485.7
1997,26009,18,1,4,2606754.7
2017,68580,4,0,5,6863504.7
2016,88780,51,0,0,8887352.6
1990,72114,51,0,4,7215802.0
2018,89756,47,1,1,8980810.8
2015,1770,61,1,8,183765.5
1996,20109,91,1,7,2017287.6
1993,61067,99,0,2,6110904.3
2015,30690,10,0,5,3072879.5
2005,12161,11,1,0,1218405.5
1999,47364,47,0,6,4739985.9
1991,57066,20,0,3,5711304.1
2011,97760,89,1,8,9780377.1
2020,47476,85,1,2,4761612.0
1999,32176,58,0,5,3220156.9
2001,98547,17,0,8,9865243.1
2021,86171,22,0,7,8621486.1
1992,65711,20,1,9,6579419.2
1999,73585,89,0,4,7359509.9
2001,26665,68,1,10,2671587.1
2018,69094,22,0,2,6919039.8
2000,27538,9,0,5,2761292.0
2013,64922,3,1,4,6500624.3
2014,74600,64,1,1,7461192.4
2014,56595,94,1,5,5664278.4
2009,18037,91,0,5,1805824.9
2006,56587,50,0,5,5670619.6
1999,20105,98,1,4,2017609.9
2005,46322,61,0,5,4632807.5
2018,31301,13,1,8,3142338.8
2015,91952,19,0,2,9207839.5
1997,92948,46,1,1,9297047.7
2006,66812,48,1,3,6687761.6
2021,76424,37,0,8,7647871.1
1993,14823,44,0,1,1484434.3
2001,26682,7,1,8,2675367.1
1996,12995,92,1,10,1305488.6
1992,94789,23,1,8,9484024.2
2006,34703,13,1,3,3476698.6
1996,9691,20,1,10,978280.6
2006,84118,15,1,2,8416992.6
2020,39272,95,1,3,3936310.0
2018,51037,100,0,5,5107476.8
1997,17325,5,0,0,1737822.7
2017,39104,19,0,0,3920958.7
2008,11247,73,0,1,1129896.8
2008,87000,62,0,6,8700807.8
2012,99999,58,0,2,10006771.2
2011,55888,81,1,6,5594957.1
2015,75296,30,1,9,7535664.5
2005,83512,8,0,8,8358211.5
1998,22825,100,0,3,2289049.8
1996,58287,71,0,4,5837331.6
2013,91441,41,0,0,9155265.3
1999,57564,64,1,6,5758203.9
2019,82280,33,0,7,8235158.9
2005,62646,36,0,8,6273246.5
2013,50133,28,0,2,5019119.3
1993,69719,11,0,2,6982744.3
1996,81840,49,0,6,8186999.6
1992,7851,22,1,3,793981.2
1999,76564,95,0,0,7662557.9
1991,2095,88,0,6,213708.1
2003,13287,84,1,1,1335371.3
1991,94457,17,0,8,9455820.1
1993,96573,74,1,10,9664738.3
1991,97898,60,1,2,9794464.1
2013,18642,62,1,7,1865856.3
2003,52259,16,1,4,5236500.3
2006,68362,77,0,1,6840206.6
2006,66395,22,1,10,6647572.6
2013,10590,74,0,4,1060141.3
2018,51271,33,0,5,5133444.8
1997,91436,7,0,7,9151236.7
2019,68072,63,0,1,6812764.9
2007,12172,12,0,7,1218235.7
1993,34750,28,0,7,3478934.3
1993,52832,46,1,10,5292504.3
1993,87683,53,1,7,8774909.3
1998,25145,2,0,8,2521346.8
1996,18426,63,1,5,1854935.6
1998,9381,96,0,1,943600.8
2008,81658,27,1,6,8171711.8
2012,10028,51,0,8,1009529.2
2006,76352,55,0,1,7641804.6
2004,21247,81,0,4,2136110.4
2004,84805,15,1,9,8486115.4
2018,8928,8,1,4,896505.8
2002,14762,42,1,1,1484350.2
1996,53454,14,0,1,5349280.6
1992,35409,1,1,6,3546437.2
1993,53161,42,0,2,5320392.3
2015,12760,60,0,3,1284972.5
1998,42826,38,0,0,4287076.8
2001,58394,19,0,8,5848843.1
2010,95143,90,1,1,9517871.0
2000,46532,19,0,9,4661805.0
2009,42272,11,1,3,4228013.9
2014,42981,49,0,10,4300680.4
2005,62384,72,0,1,6242453.5
2005,81653,13,0,6,8166002.5
2011,63278,60,1,6,6332923.1
1994,95307,66,1,9,9537644.4
2021,72545,96,0,0,7260052.1
1998,66777,1,0,9,6685851.8
2013,61001,41,1,1,6105043.3
1991,65790,82,1,3,6589425.1
2008,35948,75,0,6,3596039.8
2005,54929,86,0,8,5498846.5
1990,18397,59,1,4,1846201.0
2009,4623,93,0,10,468494.9
2018,58433,54,1,8,5848135.8
2013,79767,86,1,6,7981643.3
2007,58036,51,1,2,5809016.7
2015,6051,77,0,5,612527.5
2018,22703,41,1,0,2273445.8
2001,29319,62,1,7,2939576.1
2021,53722,26,1,3,5383626.1
2015,32218,28,1,7,3225722.5
2002,93288,90,0,4,9334856.2
2012,30402,63,1,4,3043179.2
2002,75632,43,0,2,7573328.2
1996,34592,24,1,6,3467169.6
2003,34304,54,0,6,3434850.3
2019,21112,38,1,4,2121485.9
2009,40266,100,1,8,4028831.9
2017,93533,27,0,7,9356028.7
1995,78672,59,0,8,7877999.5
2008,47833,44,0,0,4791653.8
1995,22142,11,0,7,2220957.5
2000,19819,19,0,4,1984840.0
2012,69967,32,0,4,6997746.2
2018,28555,76,0,0,2860957.8
2004,25881,89,1,4,2596473.4
2004,81624,8,1,3,8169425.4
2005,73943,29,1,8,7405498.5
1995,78101,17,0,10,7814923.5
1994,22162,14,1,9,2223268.4
2009,72836,27,1,1,7289126.9
1997,56614,98,0,4,5662574.7
2003,838,30,0,6,92181.3
1999,25946,84,1,0,2600384.9
2021,17250,50,0,10,1734432.1
2020,19387,17,1,6,1940788.0
2007,36503,87,0,2,3659340.7
2018,61752,62,0,5,6181908.8
2011,25136,98,1,1,2520958.1
2017,95989,44,1,6,9610818.7
2011,27665,29,1,9,2771481.1
2010,79169,22,1,4,7918220.0
2016,69642,45,1,3,6974699.6
2001,28727,45,0,0,2877589.1
2003,88940,18,0,6,8896898.3
1997,82978,41,0,3,8299837.7
2002,22374,13,0,5,2244101.2
2003,7169,65,0,4,722385.3
2015,91380,23,1,2,9144773.5
2007,20799,10,1,6,2084113.7
2010,28446,94,1,6,2852653.0
2009,81618,87,1,9,8170899.9
2004,44513,63,1,5,4457308.4
2021,66436,19,0,5,6650734.1
2016,55482,87,0,2,5558268.6
2002,23376,9,0,4,2346829.2
1997,48380,73,0,9,4842254.7
2003,38765,16,0,10,3882491.3
2012,2484,43,1,8,252179.2
2014,5624,35,1,6,566535.4
2015,71541,71,1,6,7159919.5
2016,98857,85,1,3,9889895.6
1997,6948,10,0,0,698524.7
2019,16284,39,0,8,1638521.9
2006,60261,37,0,3,6032370.6
1996,92304,75,0,5,9234228.6
1998,32071,15,1,1,3213146.8
1990,76454,17,1,1,7647961.0
2021,70210,48,0,1,7025129.1
2016,75584,77,1,1,7567791.6
2005,41669,18,0,6,4176148.5
2011,8940,86,1,9,899258.1
2003,79628,60,1,6,7967880.3
2010,52979,82,1,5,5304197.0
1999,75414,82,1,1,7551847.9
1997,91515,23,0,2,9157101.7
2014,68767,13,1,3,6880980.4
2008,90111,94,0,5,9014247.8
2009,1967,87,0,2,207245.9
2018,21843,66,0,5,2186457.8
2000,45049,30,0,9,4519980.0
1998,925,16,1,2,97785.8
2001,53956,78,1,9,5401835.1
2004,3343,76,0,0,344710.4
2021,25942,86,0,5,2601765.1
1991,51171,95,1,9,5125181.1
2012,82629,5,1,9,8267316.2
1997,78721,23,1,9,7875331.7
2013,82900,3,1,8,8295028.3
2006,79399,21,1,0,7946835.6
2002,87078,8,1,1,8714830.2
2008,65246,19,1,10,6529755.8
2008,48271,40,0,4,4835629.8
2008,61311,30,0,2,6137635.8
1995,742,28,1,1,81336.5
2007,55164,10,1,3,5526826.7
2000,37448,47,1,5,3754453.0
2013,34208,43,1,0,3428754.3
2018,21442,42,1,3,2145503.8
2009,69290,23,0,8,6932336.9
2020,15299,91,0,0,1542950.0
2019,30203,5,0,3,3029401.9
1993,74069,53,1,3,7417780.3
2005,780,18,1,9,82916.5
1998,85060,55,0,2,8507007.8
1990,47143,7,1,7,4728886.0
2005,40194,32,0,2,4022680.5
2017,74411,98,1,3,7450324.7
1999,3527,47,0,4,358050.9
2015,85185,23,0,2,8522775.5
2018,68772,98,0,9,6885105.8
1996,6281,33,1,0,636186.6
2019,8319,78,1,4,834891.9
2021,39572,79,0,7,3960690.1
2000,61787,96,0,0,6182153.0
2010,71117,31,0,1,7116581.0
1991,42903,96,1,3,4297348.1
2019,68847,70,1,9,6888091.9
2021,55035,98,1,4,5513804.1
1992,76485,57,0,2,7652091.2
2002,27521,39,0,1,2754134.2
2008,63072,55,1,5,6311417.8
2003,60454,96,0,9,6054212.3
2005,43204,15,1,4,4322877.5
2005,70279,14,1,3,7035681.5
1998,99303,44,1,7,9940504.8
2019,52952,8,1,7,5303295.9
1991,40139,95,1,9,4017300.1
2004,26960,63,1,2,2699467.4
2016,21726,10,1,9,2173491.6
2008,18098,25,0,2,1813099.8
1992,23519,20,1,8,2358426.2
1996,50949,50,1,10,5097163.6
2003,80834,22,0,7,8089908.3
2001,77743,40,0,3,7780280.1
2020,97124,78,0,8,9725279.0
1991,80459,43,1,4,8050098.1
2012,59237,54,1,6,5932547.2
2019,43579,14,1,5,4361420.9
2016,10484,38,1,7,1051974.6
2020,19907,31,1,7,1996937.0
2020,68643,71,0,9,6870485.0
2003,67457,7,1,1,6757663.3
2015,44593,83,1,3,4465177.5
2012,56339,100,0,8,5642801.2
1996,74817,9,0,7,7490782.6
2017,51109,17,0,1,5114433.7
2006,63601,24,0,5,6368141.6
2011,72926,35,0,7,7295797.1
1996,1562,85,1,9,167143.6
2018,2536,88,1,0,258795.8
1995,44175,43,0,5,4418372.5
2003,4069,39,0,2,411451.3
2007,73082,54,0,10,7318776.7
1994,37718,79,1,9,3772814.4
2012,47386,36,1,0,4746476.2
2008,33871,85,1,4,3394030.8
1998,45406,53,0,6,4545686.8
2009,66434,80,1,0,6644460.9
2013,23684,95,0,8,2370875.3
2002,47177,80,0,10,4726802.2
2004,61661,10,1,2,6168562.4
2011,449,31,0,10,50344.1
1999,66648,48,1,0,6670719.9
2017,48757,41,0,0,4879405.7
2010,23558,42,0,2,2359701.0
2016,56223,42,0,10,5629298.6
2021,14137,68,0,6,1425174.1
2000,59386,85,1,5,5942766.0
2011,34826,55,0,1,3488059.1
2019,12785,91,0,3,1284860.9
1998,72587,98,0,7,7265382.8
2007,69804,90,1,8,6984611.7
2002,63915,11,0,1,6396088.2
2019,24415,76,1,10,2442299.9
2004,91007,49,1,7,9101688.4
1998,24023,47,0,9,2405911.8
2013,66716,22,1,8,6678899.3
2002,44653,35,0,2,4473832.2
2010,91013,1,1,4,9111320.0
1997,14725,14,1,0,1484099.7
1991,61115,48,1,8,6116454.1
2007,90925,25,0,5,9094635.7
2019,54717,52,1,7,5478930.9
2006,53708,81,1,1,5378041.6
2018,55413,32,0,2,5551048.8
2017,74875,98,0,1,7495681.7
1998,65844,13,1,7,6587579.8
1997,28613,95,1,6,2862135.7
1994,99458,94,0,4,9957307.4
2003,69399,77,0,8,6940277.3
2017,51237,92,0,7,5130743.7
1997,29276,42,0,9,2928782.7
1994,50938,33,1,6,5103724.4
2001,39614,97,1,9,3968931.1
1990,5758,77,1,9,581130.0
2014,60562,10,1,5,6061364.4
1998,28048,63,1,3,2806887.8
2015,92649,28,1,0,9270413.5
2019,16354,4,0,5,1645035.9
2006,50418,43,1,7,5047372.6
2000,20075,25,1,1,2010227.0
2001,54729,30,1,6,5479404.1
2017,34767,13,1,9,3481346.7
2015,31388,17,0,1,3145817.5
2005,37134,83,0,2,3718807.5
2002,14011,99,1,1,1408285.2
2016,87589,54,0,0,8769157.6
2017,40993,16,0,7,4102780.7
2014,92811,3,1,0,9293471.4
2000,26867,6,0,0,2690300.0
1991,49170,96,1,5,4923152.1
1995,77081,67,1,1,7711931.5
2010,66959,87,0,9,6699322.0
2001,82458,93,1,7,8250503.1
2009,85615,68,0,8,8572770.9
2005,61803,22,0,1,6187398.5
1998,93190,51,0,7,9322069.8
1994,79240,53,1,4,7928275.4
1993,86184,99,1,1,8625590.3
2011,57097,65,0,2,5715926.1
2009,683,91,0,10,76430.9
2002,22255,70,0,8,2239467.2
2015,43586,12,0,7,4366236.5
2008,55472,44,1,0,5553013.8
2014,58253,15,1,0,5832546.4
2009,46308,73,0,4,4639736.9
1997,65961,29,0,1,6600131.7
1990,77262,19,1,7,7732674.0
2007,48399,78,1,6,4847310.7
2003,75402,59,1,8,7545050.3
1990,54750,10,1,0,5481119.0
2002,25968,74,0,10,2601762.2
1998,28993,96,1,10,2902643.8
2003,28605,2,0,1,2866459.3
1998,68184,64,0,10,6823394.8
2003,98283,41,0,4,9833681.3
2019,95238,100,0,1,9530991.9
2014,67519,85,0,0,6754271.4
1998,33608,38,1,10,3365171.8
2011,22851,5,1,6,2287033.1
2019,69165,16,0,5,6919982.9
2014,15321,53,1,1,1533279.4
1994,74477,22,0,6,7454179.4
1995,17668,50,1,9,1771537.5
1992,19794,27,1,10,1985050.2
2017,21294,54,0,8,2140798.7
2012,56753,6,1,7,5682190.2
2017,35753,5,1,6,3580868.7
1991,14118,59,0,10,1418040.1
1999,39307,19,1,2,3937946.9
1992,21477,49,1,2,2152653.2
2006,52264,50,1,10,5230980.6
1995,61350,4,1,10,6139665.5
2012,71993,95,1,3,7211507.2
1996,60450,32,0,4,6051258.6
2008,42791,21,1,5,4281322.8
2008,9289,50,0,1,934488.8
1997,84888,51,1,0,8489801.7
2019,45867,84,1,5,4594103.9
2015,72100,93,0,4,7226586.5
2013,13381,45,1,0,1340414.3
1990,27690,26,0,4,2772656.0
2002,18149,46,1,8,1829948.2
1994,85154,10,1,5,8518699.4
1999,10851,17,0,5,1095539.9
2010,19214,90,0,9,1925120.0
2021,93450,23,0,8,9350673.1
1997,25051,36,0,1,2506485.7
2011,54300,96,1,4,5442438.1
1990,22241,59,1,3,2225712.0
2005,26853,57,0,6,2689625.5
1992,42360,13,0,6,4239495.2
2011,50710,94,0,2,5071797.1
1999,7512,27,1,7,758423.9
1991,28956,3,1,8,2898953.1
1998,71001,74,0,4,7104645.8
2005,96364,31,0,4,9648728.5
2002,74315,47,0,8,7435387.2
2020,4487,62,1,4,456380.0
2021,75066,25,1,0,7519416.1
2020,81374,87,1,7,8143861.0
2015,92490,34,1,4,9250743.5
1995,24686,87,0,1,2474395.5
2016,81548,51,1,2,8161315.6
1992,83789,40,1,6,8382124.2
2019,82407,75,1,1,8244581.9
1994,15763,38,1,8,1581323.4
1997,56191,30,0,2,5629430.7
1994,93324,100,1,10,9343406.4
2021,75039,5,0,2,7512308.1
2005,24270,73,0,0,2436202.5
1990,19277,85,1,1,1936026.0
2007,48799,55,1,4,4886995.7
1992,86184,38,1,5,8624330.2
1995,21217,20,0,9,2127258.5
2019,90679,5,1,0,9072340.9
2015,75873,6,0,10,7588881.5
2014,58091,46,0,3,5813567.4
1993,89396,86,1,4,8949480.3
2014,87867,25,0,3,8788119.4
1997,62655,32,1,9,6270255.7
2002,55840,85,0,6,5587969.2
1993,28720,60,0,10,2876831.3
1993,79783,4,1,7,7983955.3
1996,68260,89,1,6,6829892.6
2013,4113,64,0,4,416148.3
1990,29556,91,0,2,2962632.0
1998,90300,66,0,5,9037944.8
2009,80439,77,0,2,8046219.9
2007,89245,86,0,2,8930367.7
1999,42540,68,0,2,4264337.9
2011,2978,3,0,5,307536.1
1996,43038,18,0,1,4307230.6
2007,65201,87,1,9,6522337.7
2011,16200,79,1,7,1621661.1
2017,24095,45,0,1,2409945.7
1995,10503,94,0,2,1058224.5
2005,90338,17,1,5,9040287.5
2011,58402,85,1,3,5848466.1
2013,7431,62,1,4,749725.3
2013,55047,22,0,3,5512488.3
2007,78897,58,1,0,7901129.7
2007,52123,32,0,6,5219801.7
2005,41157,22,0,2,4119982.5
2014,12838,35,1,5,1286311.4
2013,18285,70,1,0,1835040.3
2020,33435,33,1,4,3349314.0
2019,77618,78,0,1,7768108.9
1991,64044,31,0,2,6406275.1
2020,69788,12,1,1,6980862.0
2003,5208,61,1,1,526474.3
1996,69952,78,0,7,7001508.6
2019,9613,95,1,6,969559.9
2005,79915,51,1,6,7994470.5
1990,99636,89,1,3,9969033.0
2011,37822,23,1,9,3785912.1
2012,33726,28,0,5,3376333.2
1991,97854,70,1,9,9792071.1
2002,80266,22,0,6,8030275.2
2019,48875,93,0,8,4892360.9
2021,35019,50,1,4,3510681.1
2001,55020,34,0,4,5503232.1
1991,29256,41,0,9,2933216.1
2014,26943,60,1,2,2697365.4
2013,11050,63,0,9,1107198.3
2005,47413,66,1,3,4743556.5
1997,20002,12,1,3,2015304.7
2012,60216,14,1,10,6031741.2
1999,83275,77,1,2,8331662.9
1991,80150,77,1,4,8022700.1
1997,38057,50,1,3,3809962.7
2014,53449,7,0,0,5352469.4
2002,33785,14,0,10,3380715.2
2001,9463,60,1,0,956197.1
2013,94370,55,1,4,9445972.3
2003,44698,15,1,4,4473490.3
2014,75743,76,1,6,7580464.4
2005,17622,42,1,1,1767131.5
2013,62662,28,1,7,6271685.3
1990,17346,74,0,3,1740674.0
2020,88899,84,0,4,8893227.0
2012,72447,68,1,10,7257991.2
2003,40555,76,0,10,4061001.3
2018,91095,2,1,5,9115770.8
2003,69810,37,1,6,6986464.3
2009,27533,63,1,7,2761258.9
2002,75271,69,0,0,7537873.2
2017,42010,70,0,8,4206362.7
1992,2169,96,1,3,221299.2
2002,29004,70,1,9,2905549.2
2011,32966,11,1,8,3303709.1
1992,14859,82,0,9,1492436.2
1995,33640,9,1,8,3367992.5
2002,73808,6,0,6,7388725.2
1998,30807,99,0,0,3083235.8
2016,14243,85,0,2,1430473.6
2019,82190,65,1,8,8221240.9
2015,31968,87,1,5,3203508.5
1996,23558,26,1,1,2359810.6
2008,81063,98,0,10,8113870.8
2018,9542,60,0,2,962999.8
2005,39699,74,1,0,3977888.5
2018,50788,64,0,10,5087258.8
2021,41681,12,0,10,4173046.1
2014,3798,53,0,4,385544.4
1999,31044,53,1,5,3106033.9
2018,46291,97,0,9,4633898.8
2007,15727,25,1,8,1577602.7
2018,67555,40,1,1,6758958.8
1997,1903,2,1,10,193030.7
2021,67271,60,1,4,6737040.1
2007,39217,7,0,7,3932893.7
1998,62532,26,1,10,6261175.8
2000,36239,59,0,1,3634312.0
2018,11987,48,1,1,1203183.8
2013,32862,39,1,1,3296039.3
2011,10983,10,0,4,1100529.1
2004,94294,38,1,3,9439785.4
2020,11157,49,1,5,1120482.0
2021,59018,35,1,5,5907138.1
2008,84807,34,0,2,8482192.8
2016,31585,42,1,7,3165163.6
1992,44670,41,1,9,4470923.2
2001,16951,20,1,5,1701160.1
2015,5892,32,1,8,601283.5
1994,24971,65,1,5,2501574.4
2011,56217,69,0,0,5629960.1
2008,6138,92,1,9,617184.8
2009,37582,17,0,7,3769640.9
2013,18848,89,1,1,1887019.3
2011,12107,15,1,9,1211581.1
2002,71523,87,0,4,7159041.2
1992,88328,91,1,10,8840872.2
2000,22304,42,0,3,2235124.0
2011,90523,63,0,0,9058136.1
1993,91987,31,0,0,9208316.3
2017,57719,86,1,10,5779467.7
2015,87073,2,0,6,8719452.5
2005,1878,68,0,1,195927.5
2011,47184,40,1,10,4724350.1
2013,45511,33,1,0,4558309.3
1999,98450,23,0,9,9848719.9
2002,38551,8,0,0,3867229.2
2016,1359,99,0,0,145834.6
2000,76903,36,1,6,7694030.0
1999,67496,23,1,4,6752379.9
2019,39756,22,0,8,3980007.9
2021,25643,6,0,6,2571876.1
2004,14043,8,1,6,1415900.4
2012,82311,85,1,0,8239353.2
2005,9333,96,1,1,939398.5
2001,36563,46,1,10,3657222.1
2020,33427,23,0,8,3351101.0
2006,52552,83,1,2,5262997.6
2021,1294,31,0,4,142745.1
2014,19382,95,0,3,1943992.4
1999,62805,89,0,8,6288112.9
2000,76045,48,0,7,7605336.0
2019,11660,45,1,8,1169525.9
2008,65965,87,1,5,6607805.8
1995,18243,4,0,0,1826399.5
2002,45620,49,1,4,4572312.2
2011,95620,43,1,4,9564517.1
2020,44159,61,1,6,4422962.0
2017,56819,66,1,6,5688459.7
2013,45681,8,0,6,4575079.3
2011,45885,30,1,6,4598304.1
2005,42781,53,1,10,4280444.5
2006,48919,26,1,1,4896296.6
2015,4846,64,1,1,486151.5
1993,31160,53,0,0,3125704.3
2001,7033,2,1,10,708252.1
2020,72797,79,1,1,7286052.0
1997,59068,56,1,6,5910960.7
1996,10737,4,1,2,1083375.6
2010,5798,38,1,1,586009.0
2018,63396,36,1,1,6347194.8
2007,12196,85,0,6,1223454.7
2016,45271,4,0,10,4533164.6
2013,53885,68,1,9,5392191.3
2014,21006,46,0,2,2101763.4
2006,99184,35,1,5,9920683.6
1999,27569,99,0,0,2765641.9
1992,11064,83,1,9,1108539.2
2014,60299,99,0,0,6035836.4
1993,43337,14,0,8,4334979.3
2013,6738,86,0,10,680185.3
2011,7939,76,0,8,806926.1
2000,33316,89,1,8,3340809.0
2011,28193,61,0,6,2833176.1
2000,60768,52,1,2,6083121.0
2013,405,38,1,0,54382.3
2021,78229,55,0,9,7831558.1
1998,38892,78,0,8,3898426.8
1999,16834,67,1,0,1691557.9
1997,98767,58,0,10,9881688.7
2004,19931,71,1,8,1998436.4
2013,94165,57,1,4,9425553.3
2016,3166,57,1,9,322863.6
2009,14307,76,0,7,1438756.9
2013,74927,58,0,1,7494035.3
1993,46132,94,0,8,4624268.3
2019,93683,61,1,3,9369675.9
2012,22136,56,1,3,2217451.2
2017,22334,5,0,5,2239252.7
1996,94723,15,1,10,9476464.6
1994,525,39,1,10,56225.4
1992,44111,53,1,1,4421849.2
2015,50839,28,0,0,5088531.5
2001,81019,81,1,9,8108376.1
2020,36137,72,1,9,3619989.0
2000,56439,84,1,2,5650606.0
2009,1937,54,1,7,201865.9
2002,93001,36,0,10,9310693.2
2018,67233,36,0,3,6731477.8
2004,55682,71,1,7,5575110.4
1990,97897,63,0,10,9799105.0
2017,66836,68,1,2,6692953.7
2019,78235,8,0,4,7835672.9
2021,32419,36,0,0,3253478.1
2010,54995,7,0,3,5507408.0
1999,7133,86,0,4,723366.9
1996,48223,48,1,2,4826979.6
2000,28354,54,0,8,2842100.0
2007,63613,83,0,0,6370994.7
2018,40812,52,0,10,4088680.8
1994,40736,55,1,3,4087187.4
1995,93690,94,0,2,9372359.5
2008,50276,26,1,10,5030850.8
2011,21294,65,1,10,2133300.1
2001,99074,67,0,7,9914551.1
2011,24979,45,1,2,2508814.1
1990,41441,21,1,5,4156420.0
2007,97857,20,1,8,9790445.7
2017,65931,71,1,4,6595633.7
1995,39077,15,1,6,3908929.5
2021,95690,10,0,1,9573812.1
2018,82236,49,0,8,8231424.8
1994,36539,68,1,10,3664156.4
2000,99491,47,0,1,9957075.0
2008,32185,27,1,7,3221329.8
1994,59183,22,1,0,5924125.4
2015,11006,48,0,7,1107901.5
1999,24025,18,0,9,2415923.9
2001,92120,25,0,2,9219455.1
1997,63342,21,1,8,6349697.7
1992,91418,76,0,3,9152058.2
2020,99151,76,1,6,9918352.0
2021,31429,17,0,0,3151080.1
2006,92781,74,0,0,9284649.6
1993,7719,5,1,3,777314.3
1998,46313,91,0,7,4638363.8
2003,53973,69,0,4,5404423.3
2001,95748,28,0,10,9577750.1
2019,64615,38,1,5,6469341.9
1990,10876,64,0,8,1089783.0
2000,38315,97,0,5,3839110.0
2019,16733,20,1,3,1674111.9
2000,17417,53,1,10,1743942.0
2001,45946,24,1,9,4601566.1
2007,32143,91,0,7,3219151.7
2002,23409,45,0,4,2345459.2
2016,58559,16,0,3,5856579.6
2014,88182,3,1,8,8830006.4
1997,12315,67,1,10,1240599.7
2018,19520,40,0,3,1960957.8
2009,79262,55,1,10,7927560.9
1999,33550,8,0,4,3366345.9
2015,45179,14,1,7,4519301.5
1994,8677,7,1,10,877121.4
2017,52517,75,0,8,5254743.7
1991,53762,24,1,9,5387288.1
1996,79553,7,1,1,7964369.6
2006,9367,99,1,8,944409.6
2016,20349,35,1,3,2039634.6
2009,34433,45,0,10,3453087.9
2016,1451,33,0,10,148347.6
2012,21527,82,0,10,2157776.2
2008,45209,50,0,9,4526043.8
2008,93318,20,1,8,9340167.8
2013,31437,10,1,5,3148110.3
1990,4742,71,0,9,485143.0
2021,48648,80,1,8,4875007.1
1992,89003,41,0,6,8911885.2
1993,25182,73,0,5,2526249.3
2001,38890,19,0,7,3898194.1
1991,8682,26,0,9,876659.1
2009,17332,28,1,5,1742502.9
2003,75671,63,1,4,7574463.3
2021,5991,1,0,0,602374.1
2009,46463,56,1,6,4653602.9
2011,99774,44,1,8,9983069.1
1993,60244,31,0,5,6031860.3
1992,78747,37,0,5,7887317.2
2011,47635,18,0,1,4774793.1
1994,6591,16,0,8,663660.4
2017,12997,79,0,6,1312665.7
2016,16146,69,0,2,1619608.6
2010,94792,77,0,6,9484212.0
1997,2382,68,0,0,244305.7
2000,71528,32,1,3,7159665.0
2009,16249,71,1,0,1627810.9
2020,34910,64,1,10,3499187.0
2017,32396,11,1,4,3247610.7
1996,50205,56,0,4,5023160.6
2020,10697,20,1,1,1075136.0
1993,50436,3,1,3,5051967.3
2016,89215,84,1,2,8927554.6
2017,88746,45,0,4,8880447.7
2009,81582,63,1,0,8166678.9
2001,17241,98,0,8,1730302.1
2021,81401,67,0,8,8149175.1
1998,41659,3,0,10,4171071.8
2019,62268,54,0,2,6230294.9
2003,91618,50,1,1,9166381.3
1992,37151,30,1,6,3718557.2
2003,17705,66,0,0,1780034.3
2004,93558,78,0,8,9366616.4
2016,3086,56,1,6,323109.6
2005,30247,9,0,6,3034212.5
1997,26580,48,1,0,2666936.7
1999,21316,9,1,3,2138919.9
1998,77646,36,0,3,7770618.8
2014,39806,32,1,4,3990034.4
2013,91624,29,1,10,9168443.3
2021,96329,51,1,10,9643766.1
1998,36580,72,0,1,3664202.8
2010,50013,60,0,1,5014166.0
2003,3763,30,0,10,381105.3
2021,93256,79,1,1,9333157.1
2006,85705,30,0,0,8575077.6
2000,10714,79,1,0,1076250.0
1998,10540,64,0,5,1059468.8
1991,70126,97,0,10,7018315.1
2003,87915,21,1,10,8800446.3
1994,44244,81,0,5,4434431.4
2019,65101,3,1,3,6515401.9
2015,93278,87,0,8,9339538.5
2008,38372,21,0,4,3842724.8
2005,97165,58,0,4,9720521.5
2018,42113,92,0,1,4217469.8
2015,7288,21,1,4,734763.5
1995,62690,100,1,5,6277655.5
2001,32689,28,1,4,3273464.1
2005,21106,68,0,3,2114088.5
2008,4921,12,1,10,493917.8
1998,96988,90,0,4,9704380.8
2011,28363,59,1,6,2845490.1
2005,13374,74,1,0,1342193.5
1997,16932,34,0,2,1700179.7
2015,66258,9,0,2,6637330.5
1998,63975,54,1,7,6401849.8
2013,11028,69,0,10,1108926.3
1999,7316,76,0,8,745551.9
